frame,energy_per_atom,REF_energy_per_atom,volume,lattice
744,,-697.57335841,207.016231241,6.036369 0.365032 0.331553 1.003276 5.963593 0.331553 1.003276 0.901943 5.904309
745,,-697.581028222,199.899273611,3.347344 0.035445 0.179357 -0.905019 6.995256 0.262415 0.169384 -2.30491 8.432053
746,,-697.381437957,341.707717455,5.909017 0 0 -2.954508 5.117359 0 0 0 11.300396
747,,-697.47161078,207.176108737,6.49725 0.269201 0.202899 2.718987 5.9071 0.202899 2.718987 1.822141 5.622704
748,,-697.628741975,274.51807374,6.373329 -0.320931 -0.514949 -2.930447 7.421676 -0.398018 -2.930447 -3.626522 6.487529
749,,-697.625521946,409.565148519,8.043581 0.245083 0 -2.192603 7.742852 0 0 0 6.519908
750,,-697.583790411,485.945480251,8.703311 -0.492395 -0.81268 -3.653024 7.91489 0.81268 -3.653024 -2.943834 7.391872
751,,-697.506070815,233.117930505,5.280602 0 0 0 5.580545 0 0 0 7.910713
752,,-696.899748445,216.689423431,5.835263 0 0 0 5.98611 0 0 0 6.20344
753,,-697.462526354,198.489053766,6.575341 -0.130642 -0.188758 -3.264425 5.709264 0.188757 -3.264425 -1.834388 5.409838
754,,-697.55493438,429.422594216,8.170616 0.68211 0.735487 -3.335758 7.48979 -0.735487 -3.031748 -3.722491 6.687057
755,,-697.560583319,218.02595983,3.345828 0 0 0 8.674351 0 0 -4.337175 7.512208
756,,-697.553968904,194.498723754,3.3527 -0.034362 -0.012443 -0.912563 6.615871 -0.317191 -1.61826 -1.135241 8.843008
757,,-697.624898266,200.612214005,6.587588 0 0 0 5.929938 0 0 -2.964969 5.135477
758,,-696.945571801,156.360781332,5.477948 0.263948 0.23974 0.843528 5.419044 0.23974 0.843528 0.75833 5.371076
759,,-697.535272078,237.953095432,5.816517 0 0 0 6.87304 0 0 -3.43652 5.952227
760,,-697.500185823,273.961503652,5.824409 0 0 0 7.369763 0 0 -3.684881 6.382402
761,,-697.642245114,406.555064714,4.768951 0.162676 -0.134108 -1.628807 9.42715 0.13784 -0.747448 -3.161515 8.980671
762,,-697.576821905,305.657959215,5.565456 0 0 0 7.963467 0 0 -3.981733 6.896564
763,,-697.620301882,205.179351291,5.82396 -0.625065 0 -2.365999 5.571431 0 0 0 6.625338
764,,-697.523725823,393.684294047,6.941657 -0.77934 0 -2.696283 6.443914 0 0 0 9.234886
765,,-697.611007092,268.180213688,7.555608 0.922082 0.695372 3.718124 6.641762 0.695372 3.718124 2.494587 6.194641
766,,-697.546013255,184.182953695,6.079894 0 0 -3.039947 5.265343 0 0 0 5.753429
767,,-697.460305992,245.059178781,3.349699 0 0 0 6.407784 0 0 0 11.41714
768,,-697.552604948,457.827808914,8.181576 0.780776 0.659386 2.409655 7.857567 0.659386 2.409655 1.965345 7.636332
769,,-697.641536456,347.698540878,7.298187 0 0 0 7.298187 0 0 0 6.527891
770,,-697.556604689,250.335800101,5.732222 0 0 0 5.69713 0 0 0 7.665559
771,,-697.554655212,364.558038529,6.497738 0.359647 0.474843 0.89225 7.254564 -0.296367 2.94283 2.967764 7.861115
772,,-697.521603348,447.818710469,5.973326 0 0 -2.986663 5.173052 0 0 0 14.492362
773,,-697.002695881,332.638090757,4.437914 0 -0.132149 0 8.66895 0 -1.680566 0 8.696269
774,,-697.541749188,222.856577239,6.827905 -0.124807 -0.180328 -3.380289 5.933761 0.180327 -3.380288 -1.921355 5.616977
775,,-697.633088785,282.14856696,5.846605 -0.327831 0.260797 2.464517 5.311913 0.260797 -0.418575 -0.251015 8.828339
776,,-697.417869806,251.995922318,4.572016 -0.314485 0 -2.020964 4.109316 0 0 0 13.882317
777,,-697.568928866,258.204312509,6.894413 0.481765 0.714243 -2.707698 6.358726 -0.714243 -2.707697 -3.044239 5.628157
778,,-697.60102122,265.830641777,5.216339 0.497997 -0.054261 1.52483 6.046507 0.674861 2.710609 2.508554 8.871264
779,,-697.678271237,291.039907603,6.601221 -0.422951 -0.678646 -3.125993 7.524217 -0.261623 -3.125993 -3.549241 6.639667
780,,-697.553816058,363.096588853,4.230646 -0.066447 0 -2.026434 6.486553 0 0 0 13.296511
781,,-697.641798374,279.395295225,5.638894 -0.429611 0.250939 2.276903 5.176621 0.250939 -0.431075 -0.258511 9.233798
782,,-697.579469847,383.955076955,7.843858 0.273127 0 -2.10562 7.560891 0 0 0 6.411898
783,,-697.556850889,481.470238721,6.047415 0 0 -3.023708 5.237215 0 0 0 15.201949
784,,-697.595295621,457.515797078,6.559951 0 0 0 8.411616 3e-06 -3.279975 -4.205811 8.291364
785,,-697.640407295,209.609748419,3.275253 0.223288 -0.208383 -0.415666 6.485977 0.21995 -2.154002 -0.574183 9.948567
786,,-697.536665948,242.212704875,6.469737 0 0 0 6.529024 -0.809303 0 -2.56358 6.051825
787,,-697.628656262,275.028145944,3.310065 0 0 0 6.530607 0 0 0 12.722928
788,,-697.582435723,344.381906042,4.653607 -0.276039 0.135122 0.912713 8.4601 0.054806 0.324128 3.357684 8.712338
789,,-697.451264287,262.180299904,5.670235 0 0 0 7.306917 0 0 -3.653458 6.327976
790,,-697.484974719,179.523680281,4.881647 0 0 -2.440824 4.227631 0 0 0 8.698779
791,,-697.463362689,213.957461967,5.17221 0 0 0 6.431698 0 0 0 6.431698
792,,-697.554823239,429.718750484,8.17218 0.682627 0.73891 -3.336057 7.49141 -0.73891 -3.029703 -3.725145 6.688848
793,,-697.556931321,250.016129091,5.706111 0 0 0 5.715603 0 0 0 7.665946
794,,-697.511497654,276.447437982,7.219384 0.2646 0.196175 3.198616 6.477528 0.196175 3.198616 2.070021 6.140999
795,,-697.593583386,269.622798773,3.403089 -0.012143 -0.014418 -1.751661 8.892364 0.584615 -1.751661 -0.936573 8.862209
796,,-697.554305076,266.245135912,6.764535 0 0 -3.382267 5.858259 0 0 0 6.718544
797,,-697.541477741,255.382416076,7.148709 -0.886791 -1e-06 -1.770396 6.98256 -1e-06 -2.689156 -3.047884 5.282356
798,,-697.64950709,279.222649934,6.463904 0 0 0 6.540971 0.76979 0 -0.789262 6.511212
799,,-697.641542775,347.725581304,7.298416 0 0 0 7.298416 0 0 0 6.527989
800,,-697.396307299,180.451055624,3.625918 0.116136 0.197737 2.141367 6.053638 0.21796 1.954055 0.03261 8.421273
801,,-697.386731887,169.645829632,5.374633 0 0.778063 0 5.573403 0 -2.894184 0 5.244378
802,,-697.588332582,457.145975691,6.540404 0 0 0 8.910457 3e-06 -3.270202 -4.455232 7.844229
803,,-697.587889757,340.281882777,4.725601 0 0.073214 0 6.652806 0 -2.196158 0 10.789704
804,,-697.63595473,270.884588823,6.680416 0 0 0 6.206244 0 0 0 6.533591
805,,-697.62451693,200.008024,5.868142 -0.662669 0 -2.375257 5.446661 0 0 0 6.581859
806,,-697.570011078,207.624259607,6.057972 0.417923 0.379593 1.058159 5.979463 0.379593 1.058159 0.951283 5.915499
807,,-697.550474986,252.394848382,5.910665 0 0 0 5.910665 0 0 0 7.2245
808,,-697.610165334,197.816739305,5.616329 -0.578063 0 -2.224687 5.615336 0 0 0 6.539058
809,,-697.592824269,198.418565142,3.286337 0 0 0 8.865429 0 0 0 6.810366
810,,-697.553710757,186.873281381,5.649082 0 0 -2.824541 4.892249 0 0 0 6.761776
811,,-697.637352717,209.717697392,5.50168 -0.011139 -0.506723 -1.599184 5.264145 0.506723 -3.071819 -1.794022 7.405609
812,,-697.559607862,380.747293463,7.411945 -0.366288 -0.285138 2.063231 7.128406 -0.285138 2.063231 1.47246 6.980497
813,,-697.482353183,544.75780962,5.966657 0 0 0 10.267646 0 0 -5.133823 8.892042
814,,-697.480096609,299.619888575,4.510653 0 0 0 8.479262 -0.106651 0 -0.320932 7.837849
815,,-697.559769816,381.069980591,7.419686 -0.354649 -0.276077 2.076755 7.131943 -0.276077 2.076755 1.482111 6.981703
816,,-697.640298892,419.875991399,6.542898 0 0 0 6.51724 0 -3.271449 0 9.84662
817,,-697.627529541,277.53880386,6.549444 0.074473 0 -2.361749 6.404855 0 0 0 6.588595
818,,-697.604524314,311.664855105,7.062305 0 0 0 7.222513 -1.42182 0 -3.03301 6.707243
819,,-697.521821608,397.398961185,7.569646 0.283742 0.242362 1.68158 7.385956 0.242362 1.68158 1.394108 7.257241
820,,-697.597792528,315.894134775,7.212535 0 0 0 7.18912 -1.402916 0 -3.006982 6.679048
821,,-697.559987365,381.393676379,7.425871 -0.346294 -0.269573 2.086667 7.135075 -0.269573 2.086667 1.489185 6.983144
822,,-697.555384316,238.228251289,5.570847 0 0 0 6.807927 0 -2.785423 0 6.28141
823,,-697.597252365,267.80277226,3.348269 -0.288685 0 -1.466836 9.474779 0 0 0 8.55582
824,,-697.54077009,199.068263627,7.105914 0 0 0 5.687557 0 0 -2.843778 4.925568
825,,-697.49048049,288.727481419,4.586604 1e-06 0 2.293301 6.128886 -0.704027 2.293302 0.021855 10.268552
826,,-697.557639054,187.677103476,5.608344 0 0 -2.804172 4.856968 0 0 0 6.889876
827,,-697.608147883,383.128217338,5.883906 0 0 0 6.456659 0 0 0 10.084876
828,,-697.546619059,230.855075188,5.550502 0 -0.368375 0 6.465633 0 -0.804023 0 6.486103
829,,-697.565015014,200.383109464,5.05391 0 0 -2.526955 4.376815 0 0 0 9.058899
830,,-697.605050294,275.561232144,4.642542 -0.204086 -0.294396 -1.964084 7.973628 0.330554 -1.964084 -2.487796 7.582802
831,,-697.324178492,436.39968694,3.701253 -0.018646 -0.012221 1.654483 11.583337 0.538421 1.654483 5.115398 10.406551
832,,-697.533555253,416.65928372,4.08765 0 0 0 8.731708 0 0 0 11.67369
833,,-697.55334001,426.560384091,6.453821 0 0 0 8.603672 -1.327165 0 -3.013786 8.14699
834,,-697.607922427,275.4560998,4.66048 0 0 0 6.957435 -0.192963 0 -3.400673 8.589497
835,,-697.610292575,223.098671704,4.394457 0 0 -2.197228 3.805711 0 0 0 13.340004
836,,-697.503866152,435.163560958,7.902775 -0.420585 -0.31156 2.865919 7.376805 -0.31156 2.865919 1.851289 7.147521
837,,-697.531290937,420.372487029,6.430566 0 0 0 8.551225 -1.313184 0 -2.992041 8.104113
838,,-697.636119447,272.705132764,6.485972 0.057229 0.059686 -0.204309 6.483006 0.059686 -0.204309 -0.212719 6.47979
839,,-697.631072458,276.360464359,6.515821 0 0 0 6.515821 0 -3.257911 -3.257911 6.50935
840,,-697.615771314,225.470270639,4.372067 0 0 -2.186033 3.786321 0 0 0 13.620249
841,,-697.543160587,213.324073285,6.732025 0.137555 0.098642 3.300863 5.868849 0.098642 3.300863 1.976133 5.527026
842,,-697.399283021,261.288944152,7.025563 0 0 0 6.615636 -1.272486 0 -2.749082 6.150481
843,,-697.526571989,259.611849267,5.997846 0 0 -2.998923 5.194287 0 0 0 8.333036
844,,-697.596996649,203.687353734,6.335246 -0.429972 -0.558103 -1.708501 6.115655 -0.558103 -1.708501 -2.099531 5.771021
845,,-697.605714649,241.556547878,3.270836 0 0 0 9.234528 0 0 -4.617264 7.997336
846,,-697.590443309,406.894822256,5.43101 -0.138836 -0.133884 0.164967 8.649335 -0.431261 0.164967 -0.116941 8.65929
847,,-697.628847684,276.627141084,4.685611 0.063911 0 -0.061484 4.588689 0 0 0 12.863542
848,,-697.399984465,464.767976226,4.522079 0 0 -2.261039 5.809757 0 0 0 17.690499
849,,-697.55569915,238.270600795,5.546063 0 0 0 6.839313 0 -2.773031 0 6.281642
850,,-697.539790054,198.54300837,4.203479 -0.40151 0 -1.346605 8.424301 0 0 0 5.693692
851,,-697.672479664,289.115708761,4.54016 -0.786185 -0.111538 0.792379 4.539083 -0.111538 0.464423 0.326848 13.598116
852,,-697.609032425,601.262575893,5.931425 0 0 -2.965713 5.136765 0 0 0 19.734014
853,,-697.627740475,280.753418168,5.496833 1.752783 0 0.153335 5.767487 0 0 0 8.931478
854,,-697.554770936,360.883102078,7.30032 0.005876 0.007638 -1.484154 7.147866 0.007638 -1.484154 -1.825473 6.910839
855,,-697.626768715,273.98039836,4.641185 0.284486 0 -0.343181 4.6202 0 0 0 12.719118
856,,-697.560330586,509.779067667,4.611107 0 0 -2.305553 6.044507 0 0 0 18.290093
857,,-697.523411329,267.008303158,6.020468 0 0 -3.010234 5.213878 0 0 0 8.506162
858,,-697.582389794,386.219949764,5.014115 0 0 0 8.733927 0.86795 0 -0.995914 8.720263
859,,-697.641144058,417.932131859,6.541173 0 0 0 6.507176 0 -3.270587 0 9.818781
860,,-697.597977296,263.40787813,6.488038 -0.25788 -0.210966 1.353309 6.350566 -0.210966 1.353309 1.051514 6.26646
861,,-697.594352285,393.547042735,8.849185 1.022692 0 -1.065781 8.844098 0 -3.891702 -4.933395 4.959446
862,,-697.553581756,190.401865145,7.018978 0 0 0 5.596717 0 0 -2.798358 4.846899
863,,-697.409663649,224.294808656,4.960656 0.411386 0 -1.17272 4.837569 0 0 0 9.162386
864,,-697.559927256,381.591709486,7.427691 -0.345248 -0.268759 2.088248 7.136457 -0.268759 2.088248 1.490313 6.984283
865,,-697.636466196,271.920622365,6.478336 0.080157 0.083599 -0.181091 6.4763 0.083599 -0.181091 -0.188546 6.474095
866,,-697.516799457,174.910429807,5.435347 0 0 -2.717673 4.707148 0 0 0 6.836449
867,,-697.606879641,239.96784966,3.272752 0 0 0 9.201416 0 0 -4.600708 7.96866
868,,-697.624240345,335.718453271,6.73186 0.645501 0.528916 3.006604 6.057635 0.528916 1.767831 1.216825 8.836015
869,,-697.678600071,291.070339573,4.611962 -0.738634 -0.003498 0.861375 4.590622 -0.003498 0.745773 0.524855 13.34599
870,,-697.587376974,526.747004643,4.638942 0 0 -2.319471 6.138407 0 0 0 18.498114
871,,-697.672355859,289.153776379,4.540186 -0.786616 -0.113469 0.791983 4.539253 -0.113469 0.460246 0.323909 13.599159
872,,-697.609959306,282.043850275,6.542688 0.258574 0 -2.159473 6.459787 0 0 0 6.586308
873,,-697.599708619,411.653840717,4.842478 -0.095163 -0.091768 0.135882 9.222614 0.053666 0.135882 0.388481 9.214585
874,,-697.622259295,199.682821956,5.903593 0 0 -2.951797 5.139755 0.637784 0 -0.845045 6.475988
875,,-697.638840492,206.848225832,5.533389 -0.066158 -0.523046 -1.661014 5.278618 0.523046 -3.059736 -1.771537 7.271858
876,,-697.558442969,187.6871839,5.614378 0 0 -2.807189 4.862194 0 0 0 6.875443
877,,-697.6357021,206.350648721,4.401417 0 -0.696881 0 6.554983 0 -1.020775 0 7.313855
878,,-697.613715144,224.48542639,4.383327 0 0 -2.191663 3.796072 0 0 0 13.491177
879,,-697.519298893,396.536607713,6.262244 0 0 -3.131122 5.423263 0 0 0 11.675961
880,,-697.534757524,292.815156642,3.712313 0.103609 0.097235 0.907372 8.907679 -0.117556 0.907372 0.447421 8.897212
881,,-697.527934307,183.101729027,5.778388 0 0 0 6.048916 0 0 -3.024458 5.238515
882,,-697.596894524,204.077451448,6.350594 -0.443459 -0.575609 -1.724825 6.127942 -0.575609 -1.724825 -2.119592 5.778436
883,,-697.600564005,276.522944857,4.954 -0.247982 -0.357717 -2.104725 7.843383 0.105704 -2.104725 -2.652662 7.381952
884,,-697.547929449,362.41676946,5.784748 0 0 0 6.336917 0 0 0 9.886574
885,,-697.620744609,462.169491159,6.572516 0 0 0 8.900106 -1.408737 0 -3.140243 8.397909
886,,-697.593098479,525.27961208,4.007075 -0.104483 -0.068482 2.312971 12.165715 0.541125 2.312971 5.350243 10.939485
887,,-697.559820599,239.183580079,3.304095 0 0 0 9.142692 0 0 -4.571346 7.917804
888,,-697.678568919,291.092185334,4.6133 -0.734791 -0.004126 0.865444 4.590584 -0.004126 0.74613 0.525107 13.343366
889,,-697.642597571,203.92339201,4.736301 0.368163 0.483518 -0.956726 4.729041 -0.316119 1.059772 -0.999454 9.1209
890,,-697.515070304,201.082142863,6.804184 0 0 0 5.841621 0 0 -2.920811 5.058993
891,,-697.509206709,222.287857841,5.636552 0 -0.244801 0 6.356045 0 -0.672561 0 6.233831
892,,-697.619016589,402.290701518,6.4572 0 0 0 6.601299 0 -3.2286 0 9.437704
893,,-697.618970269,272.890561029,7.0715 -0.262802 -0.124301 1.854505 6.454955 0.00529 2.210567 -0.621305 5.873238
894,,-697.636677956,277.442760043,5.417939 1.68154 0 0.106869 5.67188 0 0 0 9.081538
895,,-697.627758553,403.059997225,6.874626 0 0 -3.437313 5.953601 0 0 0 9.847838
896,,-697.606936208,277.962608388,4.663904 0 0 0 6.895928 -0.090822 0 -3.244635 8.685326
897,,-697.565896744,385.235041008,4.729485 0 0 0 8.975992 1.191157 0 -2.205606 8.781947
898,,-697.624969718,402.114883864,5.944011 0 0 0 6.581423 0 0 0 10.278997
899,,-697.620720519,231.827588144,4.381207 0 0 -2.190604 3.794237 0 0 0 13.945911
900,,-697.586350351,270.356782851,5.783281 -0.072138 -0.210641 -1.967411 5.438827 -0.210641 -1.875455 -2.637663 8.841248
901,,-697.63492203,271.838155968,6.433689 -0.585658 -0.49657 0.683433 6.424039 -0.49657 0.683433 0.56064 6.418764
902,,-697.543244601,219.070334997,6.661666 0.917354 0.75389 2.491488 6.245944 0.75389 2.491488 1.949849 5.981492
903,,-697.42267302,246.483618523,3.50587 0 0 0 8.384866 0 0 0 8.384866
904,,-697.417055994,262.85067664,6.456959 -0.26943 -0.224011 1.179281 6.354071 -0.224011 1.179281 0.939664 6.288198
905,,-697.543247726,365.682256457,7.938002 0.912881 0.735972 0.676971 6.990902 0.849619 -3.538133 -3.323372 6.00382
906,,-697.640601089,314.358161186,8.011773 0 0 -4.005887 6.938399 0 0 0 5.655055
907,,-697.610974834,267.879927441,5.780169 0 -1.511512 0 6.876735 0 -1.894937 0 7.234865
908,,-697.588920362,203.945586312,6.302399 -0.526906 -0.650292 -1.601443 6.118271 -0.650292 -1.601443 -1.904772 5.850467
909,,-697.503739674,195.610285459,3.664859 0.019094 -0.077784 0.086029 3.663899 -0.077784 0.647501 0.635781 14.542625
910,,-697.566068362,332.223746853,8.218321 -0.802907 -1.377458 -4.783371 6.730885 1.377458 -4.3426 -1.442868 7.010193
911,,-697.547231945,258.396675327,7.244591 0 0 0 5.97223 0 0 0 5.97223
912,,-697.535717842,394.097573157,4.544021 1.159767 0 -1.167134 4.542135 0 0 0 17.919097
913,,-697.564337214,200.331315841,5.06102 0 0 -2.53051 4.382972 0 0 0 9.03113
914,,-697.525702066,431.71388533,6.459418 0 0 0 8.823168 3e-06 -3.229709 -4.411587 7.574919
915,,-697.428840491,545.218688099,6.419209 0 0 0 9.903285 0 0 -4.951643 8.576497
916,,-697.537795403,336.926436354,4.633529 0 0.103307 0 7.382957 0 -0.245362 0 9.843546
917,,-697.595609882,200.439170938,4.669366 -0.048202 -0.210928 0.005597 4.671752 0.234383 1.585963 0.706811 9.153071
918,,-697.530338758,216.048643682,3.291327 0 0 0 8.706126 0 0 -4.353063 7.539726
919,,-697.552602385,388.356265106,3.966723 0 0 0 9.065528 0 0 0 10.799542
920,,-697.589464985,390.949649501,7.771608 1.607789 0 0.072275 7.935846 0 -3.921941 -4.771817 6.350907
921,,-697.335683236,226.614894833,6.060696 0 0 -3.030348 5.248716 0 0 0 7.123819
922,,-697.508003511,251.093627929,5.029939 0 0 0 5.029939 0 0 0 9.924537
923,,-697.532244667,260.093783391,6.94631 0 0 0 6.119105 0 0 0 6.119105
924,,-697.595559716,200.321009543,4.668418 -0.046808 -0.208854 0.006323 4.672849 0.230916 1.590082 0.70269 9.147092
925,,-697.596915272,269.740589632,4.156578 0 0 0 5.139641 0 0 0 12.626343
926,,-697.470084854,330.064919488,6.937185 0 0 0 6.937185 0 0 0 6.858558
927,,-697.507002429,264.33025219,7.283727 0.124834 0 -1.587731 7.109667 0 0 0 5.084929
928,,-697.622579102,274.131895506,3.324204 0.045102 0.207766 0.119913 9.082511 0.700798 1.387707 3.555796 9.437983
929,,-697.615053619,272.797738576,6.487959 -0.008518 -0.008272 0.187219 6.485263 -0.008272 0.187219 0.181654 6.482724
930,,-697.597386022,203.399611295,6.316524 -0.552133 -0.681426 -1.628721 6.127854 -0.681426 -1.628721 -1.937217 5.853386
931,,-697.527706989,333.62360904,6.980832 -0.150658 -0.130762 0.994313 6.911299 -0.130762 0.994313 0.842893 6.860954
932,,-697.37666635,226.974200659,6.650811 0.309764 -1e-06 -2.732641 6.071401 0 -1.959085 -3.190582 5.50558
933,,-697.504267409,187.97427497,4.198361 0 0 -2.099181 3.635888 0 0 0 12.314255
934,,-697.56141664,343.093093787,3.480386 -0.260113 -0.205679 0.650247 10.146223 0.454639 0.650247 2.781891 9.767989
935,,-697.589532076,197.291431966,3.338129 -0.104323 0.088659 -1.382964 7.008711 -0.271451 -0.327121 -1.821094 8.538053
936,,-697.555945984,251.46489165,7.794279 0 0 0 5.680031 0 0 0 5.680031
937,,-697.613207557,337.895412848,7.652601 0.908344 1.471767 -2.075083 7.421685 -1.471767 -2.075082 -4.642869 5.974218
938,,-697.398898801,295.474932567,7.71634 0 0 0 7.500728 0 -3.85817 -3.750364 5.105119
939,,-697.537355599,248.811014446,5.857034 0 -1.022662 0 6.761342 0 -1.175713 0 6.488167
940,,-697.525272388,508.305540181,7.568058 0.074205 0 -3.240808 6.839457 0 0 0 9.774751
941,,-697.671953182,360.280632226,7.826951 0.958881 1.553652 -2.094767 7.602142 -1.553652 -2.094767 -4.796966 6.098813
942,,-697.595657077,200.148706109,4.673421 -0.047892 -0.197322 0.006339 4.668485 0.223329 1.614793 0.694374 9.139386
943,,-697.611900558,477.098983355,6.48911 0 0 0 9.213961 0 0 -4.60698 7.979524
944,,-697.533412055,485.368552534,9.073282 0 0 0 9.073282 0 -4.536641 -4.536641 5.895801
945,,-697.610967424,267.620567056,5.777214 0 -1.514173 0 6.873769 0 -1.904759 0 7.238391
946,,-697.549858601,288.626349928,4.848571 -0.048825 0.005322 0.422346 8.513868 0.0275 1.949099 1.072064 6.994015
947,,-697.504061023,195.628509973,3.655902 0.018551 -0.074697 0.085323 3.654953 -0.074697 0.654564 0.642716 14.616093
948,,-697.553763964,439.860646187,6.477332 0 0 0 8.891124 3e-06 -3.238666 -4.445565 7.637693
949,,-697.641153935,314.294658168,8.008583 0 0 -4.004292 6.935636 0 0 0 5.658418
950,,-697.566372556,337.209915752,8.222443 -0.809285 -1.262929 -4.790956 6.73129 1.262929 -4.245637 -1.495063 7.042575
951,,-697.558099049,251.519562897,3.94207 0 0 0 5.641059 0 0 0 11.31063
952,,-697.532893362,396.651352799,6.328344 -0.423 0.422411 -0.392046 6.330337 0.422411 1.228857 1.222862 10.117338
